ticker1, ticker2, zscore, profit_cash, returns, trades, sma_short, sma_long, timeframe
EOSUSDT,LTCUSDT,0.5,-20.623318100615727,-790.2,7403,45,3,1m
EOSUSDT,LTCUSDT,0.6,-18.25690529354144,-699.53,6778,45,3,1m
EOSUSDT,LTCUSDT,0.7,-16.730690761869052,-641.05,6243,45,3,1m
EOSUSDT,LTCUSDT,0.8,-15.697084772757222,-601.44,5831,45,3,1m
EOSUSDT,LTCUSDT,0.9,-13.573456037195045,-520.08,5442,45,3,1m
EOSUSDT,LTCUSDT,1.0,-12.203334960850936,-467.58,5116,45,3,1m
EOSUSDT,LTCUSDT,1.1,-12.864569976336226,-492.91,4803,45,3,1m
EOSUSDT,LTCUSDT,1.2,-10.716338046146276,-410.6,4433,45,3,1m
EOSUSDT,LTCUSDT,1.3,-10.540579061943813,-403.27,4102,45,3,1m
EOSUSDT,LTCUSDT,1.4,-10.202969519787874,-390.35,3782,45,3,1m
EOSUSDT,LTCUSDT,1.5,-9.479686794421362,-362.68,3473,45,3,1m
EOSUSDT,LTCUSDT,1.6,-8.827709961807706,-337.73,3175,45,3,1m
EOSUSDT,LTCUSDT,1.7,-8.541772128895596,-326.8,2875,45,3,1m
EOSUSDT,LTCUSDT,1.8,-6.757917462054972,-258.55,2530,45,3,1m
EOSUSDT,LTCUSDT,1.9,-4.413029245291416,-168.84,2209,45,3,1m
EOSUSDT,LTCUSDT,0.5,-18.07415086710706,-692.52,6867,50,3,1m
EOSUSDT,LTCUSDT,0.6,-16.66202208881235,-638.42,6304,50,3,1m
EOSUSDT,LTCUSDT,0.7,-15.125427543934643,-579.54,5821,50,3,1m
EOSUSDT,LTCUSDT,0.8,-14.260302012980281,-546.39,5408,50,3,1m
EOSUSDT,LTCUSDT,0.9,-13.60480722350925,-520.5,5060,50,3,1m
EOSUSDT,LTCUSDT,1.0,-11.00718800280293,-421.12,4726,50,3,1m
EOSUSDT,LTCUSDT,1.1,-11.057759552092767,-423.05,4399,50,3,1m
EOSUSDT,LTCUSDT,1.2,-10.479871558651022,-400.94,4097,50,3,1m
EOSUSDT,LTCUSDT,1.3,-9.425651348133034,-360.61,3803,50,3,1m
EOSUSDT,LTCUSDT,1.4,-8.745992177812884,-334.61,3489,50,3,1m
EOSUSDT,LTCUSDT,1.5,-8.784214410268579,-336.07,3237,50,3,1m
EOSUSDT,LTCUSDT,1.6,-8.543892205871519,-326.88,2982,50,3,1m
EOSUSDT,LTCUSDT,1.7,-7.311552952975507,-279.73,2695,50,3,1m
EOSUSDT,LTCUSDT,1.8,-5.695483182687431,-217.9,2400,50,3,1m
EOSUSDT,LTCUSDT,1.9,-4.28352131046362,-163.88,2111,50,3,1m
EOSUSDT,LTCUSDT,0.5,-17.28785670489036,-662.4,6420,55,3,1m
EOSUSDT,LTCUSDT,0.6,-16.8007401881434,-643.73,5866,55,3,1m
EOSUSDT,LTCUSDT,0.7,-14.471421976616757,-553.65,5428,55,3,1m
EOSUSDT,LTCUSDT,0.8,-12.232736431723264,-468.01,5039,55,3,1m
EOSUSDT,LTCUSDT,0.9,-12.143396019615595,-464.59,4695,55,3,1m
EOSUSDT,LTCUSDT,1.0,-11.744882420996598,-449.34,4372,55,3,1m
EOSUSDT,LTCUSDT,1.1,-9.363469747298309,-358.23,4073,55,3,1m
EOSUSDT,LTCUSDT,1.2,-9.470223708648625,-362.32,3790,55,3,1m
EOSUSDT,LTCUSDT,1.3,-9.693131222163867,-370.84,3536,55,3,1m
EOSUSDT,LTCUSDT,1.4,-9.151550902700649,-350.12,3250,55,3,1m
EOSUSDT,LTCUSDT,1.5,-8.14803324441643,-311.73,2992,55,3,1m
EOSUSDT,LTCUSDT,1.6,-6.8554060339511445,-262.28,2741,55,3,1m
EOSUSDT,LTCUSDT,1.7,-6.350164723137878,-242.95,2496,55,3,1m
EOSUSDT,LTCUSDT,1.8,-4.776480612648067,-182.74,2255,55,3,1m
EOSUSDT,LTCUSDT,1.9,-3.3461740353410065,-128.06,1984,55,3,1m
EOSUSDT,LTCUSDT,0.5,-17.288337652792233,-662.41,6037,60,3,1m
EOSUSDT,LTCUSDT,0.6,-13.937392508914428,-533.22,5507,60,3,1m
EOSUSDT,LTCUSDT,0.7,-14.767886920388221,-565.0,5076,60,3,1m
EOSUSDT,LTCUSDT,0.8,-12.758132948816224,-488.11,4721,60,3,1m
EOSUSDT,LTCUSDT,0.9,-11.047546275083356,-422.66,4373,60,3,1m
EOSUSDT,LTCUSDT,1.0,-10.621666155492282,-406.37,4061,60,3,1m
EOSUSDT,LTCUSDT,1.1,-9.354693543791075,-357.9,3796,60,3,1m
EOSUSDT,LTCUSDT,1.2,-9.668845134267947,-369.92,3546,60,3,1m
EOSUSDT,LTCUSDT,1.3,-9.587225734917753,-366.79,3300,60,3,1m
EOSUSDT,LTCUSDT,1.4,-7.8068794421574506,-298.68,3043,60,3,1m
EOSUSDT,LTCUSDT,1.5,-6.711464085040248,-256.77,2812,60,3,1m
EOSUSDT,LTCUSDT,1.6,-6.295412588916806,-240.85,2577,60,3,1m
EOSUSDT,LTCUSDT,1.7,-5.53735499026555,-211.85,2356,60,3,1m
EOSUSDT,LTCUSDT,1.8,-4.059723613147259,-155.32,2121,60,3,1m
EOSUSDT,LTCUSDT,1.9,-2.6923945143967143,-103.04,1901,60,3,1m
EOSUSDT,LTCUSDT,0.5,-15.722740415479516,-601.53,5711,65,3,1m
EOSUSDT,LTCUSDT,0.6,-14.235308279671994,-544.62,5189,65,3,1m
EOSUSDT,LTCUSDT,0.7,-12.739950012918275,-487.41,4770,65,3,1m
EOSUSDT,LTCUSDT,0.8,-11.48331495474054,-439.33,4408,65,3,1m
EOSUSDT,LTCUSDT,0.9,-10.39256634738874,-397.6,4110,65,3,1m
EOSUSDT,LTCUSDT,1.0,-9.826308736758984,-375.94,3805,65,3,1m
EOSUSDT,LTCUSDT,1.1,-8.87170394064156,-339.42,3568,65,3,1m
EOSUSDT,LTCUSDT,1.2,-9.108798291098106,-348.49,3318,65,3,1m
EOSUSDT,LTCUSDT,1.3,-8.619817462688053,-329.78,3071,65,3,1m
EOSUSDT,LTCUSDT,1.4,-7.010607189344956,-268.22,2860,65,3,1m
EOSUSDT,LTCUSDT,1.5,-6.187935302034438,-236.74,2628,65,3,1m
EOSUSDT,LTCUSDT,1.6,-5.350830937517774,-204.71,2426,65,3,1m
EOSUSDT,LTCUSDT,1.7,-5.228172899814377,-200.02,2228,65,3,1m
EOSUSDT,LTCUSDT,1.8,-2.9797612936297493,-114.04,2027,65,3,1m
EOSUSDT,LTCUSDT,1.9,-2.532819430189411,-96.94,1820,65,3,1m
EOSUSDT,LTCUSDT,0.5,-14.457107668188772,-552.45,5392,70,3,1m
EOSUSDT,LTCUSDT,0.6,-13.026169857087957,-497.77,4897,70,3,1m
EOSUSDT,LTCUSDT,0.7,-11.704664376645828,-447.27,4537,70,3,1m
EOSUSDT,LTCUSDT,0.8,-11.547667389464811,-441.27,4180,70,3,1m
EOSUSDT,LTCUSDT,0.9,-10.565347283869727,-403.74,3880,70,3,1m
EOSUSDT,LTCUSDT,1.0,-9.395404824721679,-359.03,3594,70,3,1m
EOSUSDT,LTCUSDT,1.1,-8.5271892671353,-325.85,3338,70,3,1m
EOSUSDT,LTCUSDT,1.2,-8.696566589958275,-332.32,3119,70,3,1m
EOSUSDT,LTCUSDT,1.3,-7.554213938289781,-288.67,2897,70,3,1m
EOSUSDT,LTCUSDT,1.4,-6.552168632700994,-250.38,2696,70,3,1m
EOSUSDT,LTCUSDT,1.5,-5.409445869324012,-206.71,2501,70,3,1m
EOSUSDT,LTCUSDT,1.6,-4.902887980582154,-187.35,2317,70,3,1m
EOSUSDT,LTCUSDT,1.7,-4.498668097939785,-171.91,2130,70,3,1m
EOSUSDT,LTCUSDT,1.8,-3.466997685210673,-132.48,1918,70,3,1m
EOSUSDT,LTCUSDT,1.9,-3.3031289840349913,-126.22,1731,70,3,1m
EOSUSDT,LTCUSDT,0.5,-13.321715735058108,-510.18,5117,75,3,1m
EOSUSDT,LTCUSDT,0.6,-12.21062982439143,-467.63,4694,75,3,1m
EOSUSDT,LTCUSDT,0.7,-12.016541964193307,-460.19,4301,75,3,1m
EOSUSDT,LTCUSDT,0.8,-11.646065392374542,-446.0,3962,75,3,1m
EOSUSDT,LTCUSDT,0.9,-9.051810401963161,-346.65,3657,75,3,1m
EOSUSDT,LTCUSDT,1.0,-8.729527876524893,-334.31,3399,75,3,1m
EOSUSDT,LTCUSDT,1.1,-8.316704216334202,-318.5,3178,75,3,1m
EOSUSDT,LTCUSDT,1.2,-7.210455403146573,-276.14,2951,75,3,1m
EOSUSDT,LTCUSDT,1.3,-6.61132852265705,-253.19,2770,75,3,1m
EOSUSDT,LTCUSDT,1.4,-6.990498687863827,-267.71,2573,75,3,1m
EOSUSDT,LTCUSDT,1.5,-4.554732925838296,-174.43,2378,75,3,1m
EOSUSDT,LTCUSDT,1.6,-4.880445298208974,-186.9,2200,75,3,1m
EOSUSDT,LTCUSDT,1.7,-4.904734792919015,-187.83,2041,75,3,1m
EOSUSDT,LTCUSDT,1.8,-3.184811384694115,-121.97,1835,75,3,1m
EOSUSDT,LTCUSDT,1.9,-2.816996718752586,-107.88,1653,75,3,1m
EOSUSDT,LTCUSDT,0.5,-13.935643726762724,-533.4,4922,80,3,1m
EOSUSDT,LTCUSDT,0.6,-11.459266471697035,-438.62,4497,80,3,1m
EOSUSDT,LTCUSDT,0.7,-11.209482269890199,-429.05,4105,80,3,1m
EOSUSDT,LTCUSDT,0.8,-10.093575928004954,-386.34,3771,80,3,1m
EOSUSDT,LTCUSDT,0.9,-9.145579620587148,-350.06,3483,80,3,1m
EOSUSDT,LTCUSDT,1.0,-8.703618510672726,-333.14,3231,80,3,1m
EOSUSDT,LTCUSDT,1.1,-8.69881614104842,-332.96,3031,80,3,1m
EOSUSDT,LTCUSDT,1.2,-6.787373711327506,-259.75,2827,80,3,1m
EOSUSDT,LTCUSDT,1.3,-5.499643627697988,-210.47,2636,80,3,1m
EOSUSDT,LTCUSDT,1.4,-5.510375336681953,-211.06,2452,80,3,1m
EOSUSDT,LTCUSDT,1.5,-4.792440959398784,-183.56,2267,80,3,1m
EOSUSDT,LTCUSDT,1.6,-4.222713189258282,-161.89,2091,80,3,1m
EOSUSDT,LTCUSDT,1.7,-3.9079944189634026,-149.51,1921,80,3,1m
EOSUSDT,LTCUSDT,1.8,-3.1014226232336823,-118.65,1764,80,3,1m
EOSUSDT,LTCUSDT,1.9,-2.6337669994948447,-100.71,1590,80,3,1m
EOSUSDT,LTCUSDT,0.5,-12.623315595501847,-482.63,4696,85,3,1m
EOSUSDT,LTCUSDT,0.6,-11.210840300521639,-428.63,4275,85,3,1m
EOSUSDT,LTCUSDT,0.7,-10.602324220328125,-405.37,3900,85,3,1m
EOSUSDT,LTCUSDT,0.8,-9.891197839439126,-378.18,3592,85,3,1m
EOSUSDT,LTCUSDT,0.9,-8.949418293723365,-342.17,3337,85,3,1m
EOSUSDT,LTCUSDT,1.0,-8.446744838936668,-322.95,3097,85,3,1m
EOSUSDT,LTCUSDT,1.1,-8.182471597866261,-312.85,2895,85,3,1m
EOSUSDT,LTCUSDT,1.2,-6.187856552895569,-236.58,2681,85,3,1m
EOSUSDT,LTCUSDT,1.3,-4.984315050080502,-190.57,2500,85,3,1m
EOSUSDT,LTCUSDT,1.4,-5.236230512326337,-200.2,2321,85,3,1m
EOSUSDT,LTCUSDT,1.5,-4.973982210291844,-189.82,2168,85,3,1m
EOSUSDT,LTCUSDT,1.6,-3.7802384905368074,-144.21,1988,85,3,1m
EOSUSDT,LTCUSDT,1.7,-3.0976341315358695,-118.14,1841,85,3,1m
EOSUSDT,LTCUSDT,1.8,-3.417767598518548,-130.75,1693,85,3,1m
EOSUSDT,LTCUSDT,1.9,-3.3577597028170403,-128.46,1521,85,3,1m
EOSUSDT,LTCUSDT,0.5,-17.553452299308976,-671.57,5980,45,6,1m
EOSUSDT,LTCUSDT,0.6,-17.202850816557472,-658.15,5594,45,6,1m
EOSUSDT,LTCUSDT,0.7,-15.437118820913453,-590.6,5237,45,6,1m
EOSUSDT,LTCUSDT,0.8,-15.305207271708795,-585.55,4928,45,6,1m
EOSUSDT,LTCUSDT,0.9,-12.007474887681699,-459.39,4558,45,6,1m
EOSUSDT,LTCUSDT,1.0,-11.07830014059287,-423.98,4217,45,6,1m
EOSUSDT,LTCUSDT,1.1,-10.205388442569134,-390.58,3894,45,6,1m
EOSUSDT,LTCUSDT,1.2,-9.860968799640268,-377.4,3563,45,6,1m
EOSUSDT,LTCUSDT,1.3,-9.000845147590903,-344.48,3219,45,6,1m
EOSUSDT,LTCUSDT,1.4,-9.16259653355076,-350.67,2895,45,6,1m
EOSUSDT,LTCUSDT,1.5,-7.669430885635089,-293.34,2510,45,6,1m
EOSUSDT,LTCUSDT,1.6,-6.155974739160454,-235.46,2073,45,6,1m
EOSUSDT,LTCUSDT,1.7,-5.436915895184107,-207.95,1681,45,6,1m
EOSUSDT,LTCUSDT,1.8,-3.7784622960934495,-144.43,1270,45,6,1m
EOSUSDT,LTCUSDT,1.9,-2.153456333300393,-82.31,890,45,6,1m
EOSUSDT,LTCUSDT,0.5,-17.087547883414,-653.74,5600,50,6,1m
EOSUSDT,LTCUSDT,0.6,-16.027830631528175,-613.2,5215,50,6,1m
EOSUSDT,LTCUSDT,0.7,-13.25274853442603,-507.03,4892,50,6,1m
EOSUSDT,LTCUSDT,0.8,-11.889631134621952,-455.04,4560,50,6,1m
EOSUSDT,LTCUSDT,0.9,-10.698942462005018,-409.47,4248,50,6,1m
EOSUSDT,LTCUSDT,1.0,-11.383600221291571,-435.67,3937,50,6,1m
EOSUSDT,LTCUSDT,1.1,-9.808236127930929,-375.38,3636,50,6,1m
EOSUSDT,LTCUSDT,1.2,-9.626889288012581,-368.44,3320,50,6,1m
EOSUSDT,LTCUSDT,1.3,-8.98277564269592,-343.58,3033,50,6,1m
EOSUSDT,LTCUSDT,1.4,-8.494871932796773,-324.91,2735,50,6,1m
EOSUSDT,LTCUSDT,1.5,-7.752759803331063,-296.53,2420,50,6,1m
EOSUSDT,LTCUSDT,1.6,-5.45071151314911,-208.48,2061,50,6,1m
EOSUSDT,LTCUSDT,1.7,-4.700234074412384,-179.78,1721,50,6,1m
EOSUSDT,LTCUSDT,1.8,-3.3575556091076524,-128.34,1376,50,6,1m
EOSUSDT,LTCUSDT,1.9,-2.7584504033903956,-105.44,1042,50,6,1m
EOSUSDT,LTCUSDT,0.5,-15.002816801208851,-573.98,5255,55,6,1m
EOSUSDT,LTCUSDT,0.6,-12.836181352934686,-491.26,4880,55,6,1m
EOSUSDT,LTCUSDT,0.7,-11.272068981489026,-431.4,4534,55,6,1m
EOSUSDT,LTCUSDT,0.8,-10.747530813994988,-411.33,4229,55,6,1m
EOSUSDT,LTCUSDT,0.9,-10.526062500977096,-402.85,3959,55,6,1m
EOSUSDT,LTCUSDT,1.0,-9.72260056237655,-372.1,3676,55,6,1m
EOSUSDT,LTCUSDT,1.1,-9.476447128951989,-362.46,3390,55,6,1m
EOSUSDT,LTCUSDT,1.2,-7.875458027173865,-301.22,3117,55,6,1m
EOSUSDT,LTCUSDT,1.3,-7.506779791104957,-287.12,2842,55,6,1m
EOSUSDT,LTCUSDT,1.4,-7.104419749938773,-271.73,2580,55,6,1m
EOSUSDT,LTCUSDT,1.5,-7.280504390953393,-278.47,2291,55,6,1m
EOSUSDT,LTCUSDT,1.6,-5.875408659798248,-224.58,2002,55,6,1m
EOSUSDT,LTCUSDT,1.7,-3.6067351970701695,-137.86,1721,55,6,1m
EOSUSDT,LTCUSDT,1.8,-2.982641088260777,-114.01,1413,55,6,1m
EOSUSDT,LTCUSDT,1.9,-2.17381875784938,-83.09,1120,55,6,1m
EOSUSDT,LTCUSDT,0.5,-12.870247027296154,-492.57,4915,60,6,1m
EOSUSDT,LTCUSDT,0.6,-13.040032338300001,-499.06,4580,60,6,1m
EOSUSDT,LTCUSDT,0.7,-11.393931609683804,-436.06,4255,60,6,1m
EOSUSDT,LTCUSDT,0.8,-10.813044505210133,-413.83,3966,60,6,1m
EOSUSDT,LTCUSDT,0.9,-10.404299525807858,-398.19,3682,60,6,1m
EOSUSDT,LTCUSDT,1.0,-8.175857690881037,-312.9,3429,60,6,1m
EOSUSDT,LTCUSDT,1.1,-8.652935826913989,-330.96,3184,60,6,1m
EOSUSDT,LTCUSDT,1.2,-7.820225930100547,-299.11,2929,60,6,1m
EOSUSDT,LTCUSDT,1.3,-7.968877769134281,-304.8,2683,60,6,1m
EOSUSDT,LTCUSDT,1.4,-7.422406888899836,-283.89,2465,60,6,1m
EOSUSDT,LTCUSDT,1.5,-6.199839045017491,-236.98,2183,60,6,1m
EOSUSDT,LTCUSDT,1.6,-5.225014919380008,-199.72,1940,60,6,1m
EOSUSDT,LTCUSDT,1.7,-3.4143277299178867,-130.51,1674,60,6,1m
EOSUSDT,LTCUSDT,1.8,-3.168471833837529,-121.11,1410,60,6,1m
EOSUSDT,LTCUSDT,1.9,-2.3863607047544524,-91.19,1155,60,6,1m
EOSUSDT,LTCUSDT,0.5,-12.316061529624044,-471.36,4662,65,6,1m
EOSUSDT,LTCUSDT,0.6,-11.480585839893907,-439.38,4300,65,6,1m
EOSUSDT,LTCUSDT,0.7,-10.106434449894422,-386.79,3980,65,6,1m
EOSUSDT,LTCUSDT,0.8,-10.415055303284941,-398.6,3723,65,6,1m
EOSUSDT,LTCUSDT,0.9,-9.83062335752116,-376.23,3477,65,6,1m
EOSUSDT,LTCUSDT,1.0,-8.087874508236677,-309.35,3220,65,6,1m
EOSUSDT,LTCUSDT,1.1,-7.789867081891243,-297.95,2986,65,6,1m
EOSUSDT,LTCUSDT,1.2,-8.184931062543127,-313.06,2782,65,6,1m
EOSUSDT,LTCUSDT,1.3,-6.436656584914489,-246.19,2551,65,6,1m
EOSUSDT,LTCUSDT,1.4,-7.295978937619545,-279.06,2332,65,6,1m
EOSUSDT,LTCUSDT,1.5,-5.000584188060351,-191.14,2087,65,6,1m
EOSUSDT,LTCUSDT,1.6,-4.989094480901425,-190.7,1869,65,6,1m
EOSUSDT,LTCUSDT,1.7,-4.346792354204688,-166.15,1650,65,6,1m
EOSUSDT,LTCUSDT,1.8,-2.474624484238089,-94.59,1400,65,6,1m
EOSUSDT,LTCUSDT,1.9,-2.155092537150468,-82.35,1166,65,6,1m
EOSUSDT,LTCUSDT,0.5,-11.83054763788655,-452.08,4401,70,6,1m
EOSUSDT,LTCUSDT,0.6,-10.658821871507902,-407.31,4077,70,6,1m
EOSUSDT,LTCUSDT,0.7,-10.196809096000257,-389.65,3778,70,6,1m
EOSUSDT,LTCUSDT,0.8,-10.51115986772172,-401.66,3524,70,6,1m
EOSUSDT,LTCUSDT,0.9,-7.934156208606429,-303.19,3271,70,6,1m
EOSUSDT,LTCUSDT,1.0,-7.959544108746754,-304.16,3044,70,6,1m
EOSUSDT,LTCUSDT,1.1,-6.995179302713152,-267.31,2836,70,6,1m
EOSUSDT,LTCUSDT,1.2,-7.146755513609515,-273.1,2628,70,6,1m
EOSUSDT,LTCUSDT,1.3,-6.856317579269567,-262.0,2422,70,6,1m
EOSUSDT,LTCUSDT,1.4,-6.203133017678569,-237.04,2221,70,6,1m
EOSUSDT,LTCUSDT,1.5,-5.3136366712808805,-203.05,2013,70,6,1m
EOSUSDT,LTCUSDT,1.6,-3.9879325028919133,-152.39,1794,70,6,1m
EOSUSDT,LTCUSDT,1.7,-4.066019603261234,-155.38,1579,70,6,1m
EOSUSDT,LTCUSDT,1.8,-3.1394668089250426,-119.97,1360,70,6,1m
EOSUSDT,LTCUSDT,1.9,-3.1147576027512196,-119.02,1147,70,6,1m
EOSUSDT,LTCUSDT,0.5,-11.818577257295715,-452.61,4205,75,6,1m
EOSUSDT,LTCUSDT,0.6,-10.343741785607008,-396.13,3888,75,6,1m
EOSUSDT,LTCUSDT,0.7,-10.524751106364976,-403.06,3596,75,6,1m
EOSUSDT,LTCUSDT,0.8,-9.497574398629792,-363.72,3344,75,6,1m
EOSUSDT,LTCUSDT,0.9,-8.359403131426584,-320.14,3140,75,6,1m
EOSUSDT,LTCUSDT,1.0,-7.273635302316582,-278.56,2895,75,6,1m
EOSUSDT,LTCUSDT,1.1,-6.616921111625969,-253.41,2700,75,6,1m
EOSUSDT,LTCUSDT,1.2,-5.840227077019055,-223.66,2498,75,6,1m
EOSUSDT,LTCUSDT,1.3,-5.8214340197243715,-222.94,2315,75,6,1m
EOSUSDT,LTCUSDT,1.4,-6.323786508517967,-242.18,2136,75,6,1m
EOSUSDT,LTCUSDT,1.5,-4.963559177700935,-190.09,1923,75,6,1m
EOSUSDT,LTCUSDT,1.6,-3.9864539230482574,-152.67,1714,75,6,1m
EOSUSDT,LTCUSDT,1.7,-3.7943383939874127,-145.31,1530,75,6,1m
EOSUSDT,LTCUSDT,1.8,-3.128902412132707,-119.83,1342,75,6,1m
EOSUSDT,LTCUSDT,1.9,-1.607923853663977,-61.58,1117,75,6,1m
EOSUSDT,LTCUSDT,0.5,-10.913692681210808,-417.73,4030,80,6,1m
EOSUSDT,LTCUSDT,0.6,-9.034648468400603,-345.81,3708,80,6,1m
EOSUSDT,LTCUSDT,0.7,-9.13501931495939,-349.65,3428,80,6,1m
EOSUSDT,LTCUSDT,0.8,-7.8731565409137785,-301.35,3190,80,6,1m
EOSUSDT,LTCUSDT,0.9,-6.232421191751394,-238.55,2982,80,6,1m
EOSUSDT,LTCUSDT,1.0,-6.123065088004085,-234.37,2782,80,6,1m
EOSUSDT,LTCUSDT,1.1,-6.256296792304938,-239.47,2580,80,6,1m
EOSUSDT,LTCUSDT,1.2,-7.2023305359562695,-275.68,2409,80,6,1m
EOSUSDT,LTCUSDT,1.3,-6.080536868504431,-232.74,2218,80,6,1m
EOSUSDT,LTCUSDT,1.4,-5.480651937223938,-209.78,2042,80,6,1m
EOSUSDT,LTCUSDT,1.5,-5.570420088252682,-213.21,1853,80,6,1m
EOSUSDT,LTCUSDT,1.6,-4.062939096016223,-155.51,1666,80,6,1m
EOSUSDT,LTCUSDT,1.7,-3.5157304720511386,-134.44,1488,80,6,1m
EOSUSDT,LTCUSDT,1.8,-2.958865038501447,-113.15,1312,80,6,1m
EOSUSDT,LTCUSDT,1.9,-1.9275054129779083,-73.45,1128,80,6,1m
EOSUSDT,LTCUSDT,0.5,-9.611845563157804,-367.5,3862,85,6,1m
EOSUSDT,LTCUSDT,0.6,-9.287340952693452,-355.09,3551,85,6,1m
EOSUSDT,LTCUSDT,0.7,-8.29024558280479,-316.97,3278,85,6,1m
EOSUSDT,LTCUSDT,0.8,-7.110517791621224,-271.86,3067,85,6,1m
EOSUSDT,LTCUSDT,0.9,-6.2298975715587215,-238.19,2867,85,6,1m
EOSUSDT,LTCUSDT,1.0,-7.2572014614977105,-277.47,2670,85,6,1m
EOSUSDT,LTCUSDT,1.1,-6.484811953579567,-247.94,2464,85,6,1m
EOSUSDT,LTCUSDT,1.2,-5.3897618716499505,-206.07,2288,85,6,1m
EOSUSDT,LTCUSDT,1.3,-5.486645511261372,-209.77,2132,85,6,1m
EOSUSDT,LTCUSDT,1.4,-5.389754899386989,-206.07,1956,85,6,1m
EOSUSDT,LTCUSDT,1.5,-4.408188617601581,-168.64,1787,85,6,1m
EOSUSDT,LTCUSDT,1.6,-3.6406788826807674,-139.28,1602,85,6,1m
EOSUSDT,LTCUSDT,1.7,-3.3331469422612128,-127.46,1445,85,6,1m
EOSUSDT,LTCUSDT,1.8,-2.628254694678979,-100.61,1283,85,6,1m
EOSUSDT,LTCUSDT,1.9,-1.952795943839394,-74.69,1116,85,6,1m
EOSUSDT,LTCUSDT,0.5,-15.042271456353934,-575.69,5383,45,9,1m
EOSUSDT,LTCUSDT,0.6,-13.355418828706524,-511.13,5028,45,9,1m
EOSUSDT,LTCUSDT,0.7,-14.485585852651955,-554.39,4700,45,9,1m
EOSUSDT,LTCUSDT,0.8,-13.456427177733966,-514.68,4357,45,9,1m
EOSUSDT,LTCUSDT,0.9,-12.231248751857589,-467.82,4000,45,9,1m
EOSUSDT,LTCUSDT,1.0,-12.150932714258822,-464.45,3670,45,9,1m
EOSUSDT,LTCUSDT,1.1,-9.939472883656409,-379.92,3315,45,9,1m
EOSUSDT,LTCUSDT,1.2,-8.938349175051348,-341.56,2935,45,9,1m
EOSUSDT,LTCUSDT,1.3,-8.061466978266731,-308.05,2511,45,9,1m
EOSUSDT,LTCUSDT,1.4,-4.8837345825899945,-186.62,1978,45,9,1m
EOSUSDT,LTCUSDT,1.5,-3.7009200886291,-141.41,1453,45,9,1m
EOSUSDT,LTCUSDT,1.6,-1.5125514283578119,-57.79,949,45,9,1m
EOSUSDT,LTCUSDT,1.7,-0.2588161155106973,-9.9,496,45,9,1m
EOSUSDT,LTCUSDT,1.8,-0.23119134027702792,-8.86,139,45,9,1m
EOSUSDT,LTCUSDT,1.9,-0.0347314091072762,-0.83,13,45,9,1m
EOSUSDT,LTCUSDT,0.5,-13.55029563076395,-518.59,5030,50,9,1m
EOSUSDT,LTCUSDT,0.6,-13.310037231837475,-509.4,4675,50,9,1m
EOSUSDT,LTCUSDT,0.7,-13.955995873004031,-533.79,4383,50,9,1m
EOSUSDT,LTCUSDT,0.8,-13.689718882669943,-523.61,4060,50,9,1m
EOSUSDT,LTCUSDT,0.9,-11.734475696323416,-448.53,3734,50,9,1m
EOSUSDT,LTCUSDT,1.0,-11.057391569387057,-422.65,3455,50,9,1m
EOSUSDT,LTCUSDT,1.1,-9.626773077775416,-367.97,3122,50,9,1m
EOSUSDT,LTCUSDT,1.2,-8.673854197076244,-331.46,2812,50,9,1m
EOSUSDT,LTCUSDT,1.3,-6.396589667889973,-244.43,2464,50,9,1m
EOSUSDT,LTCUSDT,1.4,-5.616389946913882,-214.62,2029,50,9,1m
EOSUSDT,LTCUSDT,1.5,-4.229373954042072,-161.61,1627,50,9,1m
EOSUSDT,LTCUSDT,1.6,-1.6653800738747317,-63.63,1173,50,9,1m
EOSUSDT,LTCUSDT,1.7,-0.6645605556867199,-25.41,775,50,9,1m
EOSUSDT,LTCUSDT,1.8,-0.46992173975622487,-17.97,409,50,9,1m
EOSUSDT,LTCUSDT,1.9,0.13633538903188386,5.23,154,50,9,1m
EOSUSDT,LTCUSDT,0.5,-13.11073558045107,-501.46,4671,55,9,1m
EOSUSDT,LTCUSDT,0.6,-12.759155122355844,-488.02,4352,55,9,1m
EOSUSDT,LTCUSDT,0.7,-12.556611278458403,-480.27,4058,55,9,1m
EOSUSDT,LTCUSDT,0.8,-12.279962504828998,-469.38,3810,55,9,1m
EOSUSDT,LTCUSDT,0.9,-10.46960187544424,-400.18,3525,55,9,1m
EOSUSDT,LTCUSDT,1.0,-9.578608984699116,-366.13,3237,55,9,1m
EOSUSDT,LTCUSDT,1.1,-8.373420369287297,-319.97,2947,55,9,1m
EOSUSDT,LTCUSDT,1.2,-7.643271486160895,-292.07,2663,55,9,1m
EOSUSDT,LTCUSDT,1.3,-6.986020957151172,-266.96,2356,55,9,1m
EOSUSDT,LTCUSDT,1.4,-6.650281938429347,-254.11,2025,55,9,1m
EOSUSDT,LTCUSDT,1.5,-4.4139887639463495,-168.66,1662,55,9,1m
EOSUSDT,LTCUSDT,1.6,-2.5797982762282725,-98.57,1311,55,9,1m
EOSUSDT,LTCUSDT,1.7,-1.778203466965506,-67.99,929,55,9,1m
EOSUSDT,LTCUSDT,1.8,-0.6851436622310557,-26.2,605,55,9,1m
EOSUSDT,LTCUSDT,1.9,-0.2510548048500793,-9.62,328,55,9,1m
EOSUSDT,LTCUSDT,0.5,-13.460312044335211,-514.83,4390,60,9,1m
